LocAddState,MktName,LocAddSt,LocAddCity,LocAddZip,x1,y1,Location
Alabama,East Lake Farmers Market,"7753 First Avenue, South",Birmingham,35206,-86.72462,33.56146,"7753 First Avenue, South
Birmingham, Alabama 35206
(33.56146, -86.72462)"
Alabama,Trussville Springs Farmers Market,200 Spring St,Trussville,35173,-86.5708527778,33.6023555556,"200 Spring St
Trussville, Alabama 35173
(33.6023555556, -86.5708527778)"
Alabama,Pepper Place Saturday Market,"2829 2nd Avenue, South",Birmingham,35233,-86.7911611111,33.5163305556,"2829 2nd Avenue, South
Birmingham, Alabama 35233
(33.5163305556, -86.7911611111)"
Alabama,Jefferson County Truck Growers Association,"344 Finley Ave., West",Birmingham,35204,-86.83628,33.54057,"344 Finley Ave., West
Birmingham, Alabama 35204
(33.54057, -86.83628)"
Alabama,Bridge Street Farmers Market,"340 The Bridge Street, #206",Huntsville,35804,-86.6745027778,34.7174416667,"340 The Bridge Street, #206
Huntsville, Alabama 35804
(34.7174416667, -86.6745027778)"
Alabama,Madison City Farmers Market,1282 Hughes Road,Madison,35758,-86.74195,34.7445,"1282 Hughes Road
Madison, Alabama 35758
(34.7445, -86.74195)"
Alabama,Gadsden Farmers Market,100 Moragne Ave.  Moragne Park,Gadsden,35902,-86.0040222222,34.0029444444,"100 Moragne Ave.  Moragne Park
Gadsden, Alabama 35902
(34.0029444444, -86.0040222222)"
Alabama,Russell County Farmers Market,1700 14th Street,Phenix City,36867,-85.0163955688,32.473323822,"1700 14th Street
Phenix City, Alabama 36867
(32.473323822, -85.0163955688)"
Alabama,Selma Farmers Market,Dallas Avenue,Selma,36702,-87.0393447876,32.4058570862,"Dallas Avenue
Selma, Alabama 36702
(32.4058570862, -87.0393447876)"
Alabama,Scottsboro Farmers Market,Bob Jones Road,Scottsboro,35768,-86.0640945435,34.6931610107,"Bob Jones Road
Scottsboro, Alabama 35768
(34.6931610107, -86.0640945435)"
Alabama,Colbert County Farmers Market,South Raleigh Avenue,Sheffield,35660,-87.6945571899,34.759677887,"South Raleigh Avenue
Sheffield, Alabama 35660
(34.759677887, -87.6945571899)"
Alabama,Thomaston Farmers Market,Intersection of Highways 25 & 28,Thomaston,36783,-87.6255187988,32.2666015625,"Intersection of Highways 25 & 28
Thomaston, Alabama 36783
(32.2666015625, -87.6255187988)"
Alabama,Flomaton Farmers Market,435 Palafox Street,Flomaton,36441,-87.2600479126,31.0014629364,"435 Palafox Street
Flomaton, Alabama 36441
(31.0014629364, -87.2600479126)"
Alabama,Bullock County Farmers Market,Union Springs Nutrition Site,Union Springs,36089,-85.7183888889,32.145175,"Union Springs Nutrition Site
Union Springs, Alabama 36089
(32.145175, -85.7183888889)"
Alabama,United Farmers Market,Intersection of County Roads 41 & 18,Forkland,36740,-87.8293533325,32.6128463745,"Intersection of County Roads 41 & 18
Forkland, Alabama 36740
(32.6128463745, -87.8293533325)"
Alabama,Dekalb County Farmers Market,VFW Fairgrounds,Fort Payne,35967,-85.7106704712,34.4256134033,"VFW Fairgrounds
Fort Payne, Alabama 35967
(34.4256134033, -85.7106704712)"
Alabama,Butler County Farmers Market,Beeland Park,Greenville,36037,-86.6206436157,31.8174095154,"Beeland Park
Greenville, Alabama 36037
(31.8174095154, -86.6206436157)"
Alabama,Winston County Farmers Market,Downtown Haleyville,Haleyville,35565,-87.623336792,34.2264480591,"Downtown Haleyville
Haleyville, Alabama 35565
(34.2264480591, -87.623336792)"
Alabama,Cleburne County Farmers Market,Heflin Recreational Center,Heflin,36264,-85.5511932373,33.5821800232,"Heflin Recreational Center
Heflin, Alabama 36264
(33.5821800232, -85.5511932373)"
Alabama,Monroe County Farmers Market,Highway 21,Monroeville,36461,-87.4074859619,31.5118618011,"Highway 21
Monroeville, Alabama 36461
(31.5118618011, -87.4074859619)"
Alabama,Montgomery Curb Market,1004 Madison Avenue,Montgomery,36104,-86.295173645,32.3802757263,"1004 Madison Avenue
Montgomery, Alabama 36104
(32.3802757263, -86.295173645)"
Alabama,Montgomery State Farmers Market,1655 Federal Drive,Montgomery,36107,-86.2627182007,32.4072036743,"1655 Federal Drive
Montgomery, Alabama 36107
(32.4072036743, -86.2627182007)"
Alabama,Pineapple Farmers Market,12 Waters Street,Pineapple,36726,-87.0229492188,31.9312229156,"12 Waters Street
Pineapple, Alabama 36726
(31.9312229156, -87.0229492188)"
Alabama,Lawrence County Farmers Market,Al Hwy 157 north,Moulton,35650,,,"Al Hwy 157 north
Moulton, Alabama 35650
(34.444859132886194, -87.21339701964172)"
Alabama,Tuscaloosa Farmers Market,Intersection of Jack Warner Pkwy & Greensboro Ave.,Tuscaloosa,35403,-87.5706939697,33.2122840881,"Intersection of Jack Warner Pkwy & Greensboro Ave.
Tuscaloosa, Alabama 35403
(33.2122840881, -87.5706939697)"
Alabama,Macon County Farmers Market,Intersection of Elm & Spring Streets,Tuskegee,36083,-85.7020187378,32.4199943542,"Intersection of Elm & Spring Streets
Tuskegee, Alabama 36083
(32.4199943542, -85.7020187378)"
Alabama,Spring Park Market,Downtown Tuscumbia,Tuscumbia,35674,-87.7035598755,34.731388092,"Downtown Tuscumbia
Tuscumbia, Alabama 35674
(34.731388092, -87.7035598755)"
Alabama,Crenshaw County Farmers Market,Highway 331 in Midtown,Luverne,36049,-86.2846221924,31.7432746887,"Highway 331 in Midtown
Luverne, Alabama 36049
(31.7432746887, -86.2846221924)"
Alabama,Franklin County Farmers Market,202 Green Avenue SW,Russellville,35653,-87.7327651978,34.5045089722,"202 Green Avenue SW
Russellville, Alabama 35653
(34.5045089722, -87.7327651978)"
Alabama,Downtown Farmers Market,14th & Gurnee Avenue,Anniston,36202,-85.9532165527,32.9452285767,"14th & Gurnee Avenue
Anniston, Alabama 36202
(32.9452285767, -85.9532165527)"
Alabama,Florala Farmers Market,Behind Train Depot,Florala,36442,-86.3252487183,31.0062637329,"Behind Train Depot
Florala, Alabama 36442
(31.0062637329, -86.3252487183)"
Alabama,Pickens County Farmers Market,25661 Highway 17 N,Carollton,35447,-88.1493225098,33.1273765564,"25661 Highway 17 N
Carollton, Alabama 35447
(33.1273765564, -88.1493225098)"
Alabama,Washington County Farmers Market,Corner of Central St. & Pelham Ave.,Chatom,36518,-88.2596435547,31.4649143219,"Corner of Central St. & Pelham Ave.
Chatom, Alabama 36518
(31.4649143219, -88.2596435547)"
Alabama,Uniontown Farmers Market,Next to City Hall,Uniontown,36786,-87.5299377441,32.4234924316,"Next to City Hall
Uniontown, Alabama 36786
(32.4234924316, -87.5299377441)"
Alabama,Barbour County Farmers Market,241 Broad Street,Eufaula,36072,-85.1431274414,31.8928623199,"241 Broad Street
Eufaula, Alabama 36072
(31.8928623199, -85.1431274414)"
Alabama,Lamar County Farmers Market,Large Pavilion at Vernon City Park,Vernon,33592,-88.1058883667,33.756816864,"Large Pavilion at Vernon City Park
Vernon, Alabama 33592
(33.756816864, -88.1058883667)"
Alabama,Clay County Farmers Market,Highway 9,Ashland,36251,-85.8491210938,33.2472000122,"Highway 9
Ashland, Alabama 36251
(33.2472000122, -85.8491210938)"
Alabama,Athens Farmers Market,"409 Green Street, West",Athens,35612,-86.9734954834,34.8012619019,"409 Green Street, West
Athens, Alabama 35612
(34.8012619019, -86.9734954834)"
Alabama,Decatur/Morgan County Farmers Market,211 1st Ave. SE,Decatur,35602,-87.0233078003,34.6112937927,"211 1st Ave. SE
Decatur, Alabama 35602
(34.6112937927, -87.0233078003)"
Alabama,Enterprise Downtown Market,College Street,Enterprise,36331,-85.8663406372,31.4122676849,"College Street
Enterprise, Alabama 36331
(31.4122676849, -85.8663406372)"
Alabama,Greene County Farmers Market,Eutaw Activity Center,Eutaw,35462,-87.890045166,32.8387565613,"Eutaw Activity Center
Eutaw, Alabama 35462
(32.8387565613, -87.890045166)"
Alabama,Fayette County Farmers Market,650 McConnell Loop,Fayette,35555,-87.8078994751,33.7322273254,"650 McConnell Loop
Fayette, Alabama 35555
(33.7322273254, -87.8078994751)"
Alabama,Fairview Farmers Market,Fairview Avenue,Montgomery,36108,-86.3629760742,32.3465118408,"Fairview Avenue
Montgomery, Alabama 36108
(32.3465118408, -86.3629760742)"
Alabama,Hartselle Farmers Market,Sparkman Street  SW,Hartselle,35640,-86.9332733154,34.4333000183,"Sparkman Street  SW
Hartselle, Alabama 35640
(34.4333000183, -86.9332733154)"
Alabama,Clarke County Farmers Market,3100 Highway 43,Jackson,36545,-87.8951873779,31.5327796936,"3100 Highway 43
Jackson, Alabama 36545
(31.5327796936, -87.8951873779)"
Alabama,Marion Farmers Market,Highway 14 East,Marion,36756,-87.3187866211,32.6155281067,"Highway 14 East
Marion, Alabama 36756
(32.6155281067, -87.3187866211)"
Alabama,North Sand Mountain Farmers Market,24474 AL Hwy 75,Sylvania,35988,,,"24474 AL Hwy 75
Sylvania, Alabama 35988
(34.57783525636106, -85.78797856357166)"
Alabama,Georgiana Farmers Market,Miranda Avenue,Georgiana,36033,,,"Miranda Avenue
Georgiana, Alabama 36033
(31.64082423450652, -86.74268611598654)"
Alabama,Market on the Square,Cathedral Square,Mobile,36633,,,"Cathedral Square
Mobile, Alabama 36633
(30.695261999996077, -88.04315199999996)"
Alabama,Market in the Park,Mobile Museum of Art,Mobile,36606,,,"Mobile Museum of Art
Mobile, Alabama 36606
(30.670917999280924, -88.103856)"
Alabama,Dauphin Island Market,East Bienville Blvd at Cadillac Square Park,Dauphin Island,36528,,,"East Bienville Blvd at Cadillac Square Park
Dauphin Island, Alabama 36528
(30.248169386614578, -88.193899)"
Alabama,Demopolis Farmers Market,Hwy 80 East,Dempolis,36732,,,"Hwy 80 East
Dempolis, Alabama 36732
(32.50308347671293, -87.81806068265172)"
Alabama,Prattville Town Center Farmers Market,Home Depot & Cobbs-Ford Rd.,Prattville,36066,,,"Home Depot &amp; Cobbs-Ford Rd.
Prattville, Alabama 36066
(32.46876038100622, -86.41937999999999)"
Alabama,Fairhope Outdoor Farm Market,Church Street,Fairhope,36532,,,"Church Street
Fairhope, Alabama 36532
(30.509987708050975, -87.91064320809593)"
Alabama,Atmore Farmers Market,201 East Louisville Avenue,Atmore,36504,,,"201 East Louisville Avenue
Atmore, Alabama 36504
(31.02428865636954, -87.49155333128388)"
Alabama,Wiregrass Farmers Market,Farm Center,Dothan,36302,,,"Farm Center
Dothan, Alabama 36302
(31.227512999996037, -85.39379199999998)"
Alabama,Helena Market Days,4151 Helena Road,Helena,35080,,,"4151 Helena Road
Helena, Alabama 35080
(33.286009211176065, -86.84813239512928)"
Alabama,Depot Farmers Market,1032 South Railroad Avenue,Opelika,36801,,,"1032 South Railroad Avenue
Opelika, Alabama 36801
(32.64642769426638, -85.38135859160519)"
Alabama,Alexander City Downtown Market,Braod Street,Alexander City,35010,,,"Braod Street
Alexander City, Alabama 35010
(32.94589615410982, -85.95338840066054)"
Alabama,Attalla Downtown Farmers Market,5Th Avenue N.W. ,Attalla,39554,,,"5Th Avenue N.W.
Attalla, Alabama 39554
(34.01938538421419, -86.08579558303435)"
Alabama,Bibb County Farmers Market,155 Birmingham Highway,Centreville,35042,,,"155 Birmingham Highway
Centreville, Alabama 35042
(32.94794857256502, -87.1443352066558)"
Alabama,Butler Walkabout Farmers Market,400 West Pushmatha Street,Butler,36904,,,"400 West Pushmatha Street
Butler, Alabama 36904
(32.08994482068057, -88.22568880539993)"
Alabama,Cherokee County Farmers Market,635 Amory Road,Centre,35960,,,"635 Amory Road
Centre, Alabama 35960
(34.10665116402453, -85.5926315)"
Alabama,Columbinana Farmers Market,West College Street,Columbiana,35051,,,"West College Street
Columbiana, Alabama 35051
(33.223312670036286, -86.6100715)"
Alabama,Clio Market,Old Barbour County High School,Clio,36017,,,"Old Barbour County High School
Clio, Alabama 36017
(31.681127790113898, -85.56141849999999)"
Alabama,Pell City Farmers Market,Highway 231 North,Pell City,35125,,,"Highway 231 North
Pell City, Alabama 35125
(33.60472227431255, -86.28221869538166)"
Alabama,Fresh Market at Ross Bridge,4000 Grand Avenue,Hoover,35226,,,"4000 Grand Avenue
Hoover, Alabama 35226
(33.394014166544885, -86.88247351164304)"
Alabama,Gulf Coast Green Market,Gulf State Park,Gulf Shores,36542,,,"Gulf State Park
Gulf Shores, Alabama 36542
(30.2420101847908, -87.799626)"
Alabama,Halls Mill Road Farmers Market,2245 Halls Mill Road,Mobile,36606,,,"2245 Halls Mill Road
Mobile, Alabama 36606
(30.658876317712263, -88.09818748690196)"
Alabama,Hampstead Farmers Market,5251 Hampstead High Street,Montgomery,36116,,,"5251 Hampstead High Street
Montgomery, Alabama 36116
(32.25885913850761, -86.2086825)"
Alabama,The Markert At Jack-O-Latern Farms,Garage Road,Muscle Shoals,35661,,,"Garage Road
Muscle Shoals, Alabama 35661
(34.78294975595402, -87.56014599999999)"
Alabama,Livingston Farmers Market,115 Franklin Street,Livingston,35470,,,"115 Franklin Street
Livingston, Alabama 35470
(32.58308859182357, -88.18812541854497)"
Alabama,Albertville Farmers Market,116 Main Street,Albertville,35950,-86.2092208862,34.2678909302,"116 Main Street
Albertville, Alabama 35950
(34.2678909302, -86.2092208862)"
Alabama,Andalusia Power Pleant Farmers Market,256 Historic Central Street,Andalusia,36420,-86.4924163818,31.2998561859,"256 Historic Central Street
Andalusia, Alabama 36420
(31.2998561859, -86.4924163818)"
Alabama,Calhoun County Farmers Market,1702 Noble Street,Anniston,36202,-85.8299407959,33.66639328,"1702 Noble Street
Anniston, Alabama 36202
(33.66639328, -85.8299407959)"
Alabama,S & W Produce,"4807 Highway 51, South",Ariton,36311,-85.6823043823,31.6279735565,"4807 Highway 51, South
Ariton, Alabama 36311
(31.6279735565, -85.6823043823)"
Alabama,Boaz Farmers Market,108 Line Street,Boaz,35957,-86.1620941162,34.1960258484,"108 Line Street
Boaz, Alabama 35957
(34.1960258484, -86.1620941162)"
Alabama,Brewton Farmers Market,Between Mildred & Lee Streets,Brewton,36427,-87.0274658203,31.1498756409,"Between Mildred & Lee Streets
Brewton, Alabama 36427
(31.1498756409, -87.0274658203)"
Alabama,Camden Farmers Market,Highway 10 Bypass,Camden,36726,-87.3034133911,32.0051422119,"Highway 10 Bypass
Camden, Alabama 36726
(32.0051422119, -87.3034133911)"
Alabama,Lee County Main Street Farmers Market,South Railroad Avenue,Opelika,36801,-85.376449585,32.6484565735,"South Railroad Avenue
Opelika, Alabama 36801
(32.6484565735, -85.376449585)"
Alabama,Enterprise Farmers Market,Main Street,Enterprise,36330,-85.8591583333,31.3206722222,"Main Street
Enterprise, Alabama 36330
(31.3206722222, -85.8591583333)"
Alabama,Pioneer Farmers MArket,Oak & Academy,Troy,36081,-85.9713834,31.8091916,"Oak & Academy
Troy, Alabama 36081
(31.8091916, -85.9713834)"
Alabama,Anniston Downtown Farmers Market,14th & Gurnee,Anniston,36201,-85.8319944444,33.6625111111,"14th & Gurnee
Anniston, Alabama 36201
(33.6625111111, -85.8319944444)"
Alabama,Valleydale Farmers Market,4601 Valleydale Rd.,Birmingham,35242,-86.73191,33.38215,"4601 Valleydale Rd.
Birmingham, Alabama 35242
(33.38215, -86.73191)"
Alabama,City of Albertville Farmers Market,Main Street- downtown,Albertville,35950,-86.2094861111,34.2680138889,"Main Street- downtown
Albertville, Alabama 35950
(34.2680138889, -86.2094861111)"
Alabama,Chicago Street Farmers Market,125 East Laurel Ave.,Foley,36535,-87.6833111111,30.406575,"125 East Laurel Ave.
Foley, Alabama 36535
(30.406575, -87.6833111111)"
Alabama,MainStreet's Dowtown Farmers Market,8 Broad Streer,Alexander City,35010,-85.9546638889,32.9445833333,"8 Broad Streer
Alexander City, Alabama 35010
(32.9445833333, -85.9546638889)"
Alabama,Elberta Farmer's Market,Highway 98,Elberta,36530,-87.60017,30.41463,"Highway 98
Elberta, Alabama 36530
(30.41463, -87.60017)"
Alabama,Ozark Farmers Market,Downtown Ozark  on North Union,Ozark,36360,-85.6402333333,31.4587027778,"Downtown Ozark  on North Union
Ozark, Alabama 36360
(31.4587027778, -85.6402333333)"
Alabama,Poplar Head Farmers Market,126 Museum Ave.,Dothan,36303,-85.39158,31.22044,"126 Museum Ave.
Dothan, Alabama 36303
(31.22044, -85.39158)"
Alabama,Irondale Farmers Market,1906 1st Ave N,Irondale,35210,-86.7083339,33.538797,"1906 1st Ave N
Irondale, Alabama 35210
(33.538797, -86.7083339)"
Alabama,Jack o lantern farm market,430 Garage rd.,Muscle Shoals,35661,-87.66129,34.76199,"430 Garage rd.
Muscle Shoals, Alabama 35661
(34.76199, -87.66129)"
Alabama,Randolph County Farmers Market,US 431 South,Roanoke,36274,-85.35793,33.1502,"US 431 South
Roanoke, Alabama 36274
(33.1502, -85.35793)"
Alabama,Homegrown Alabama Farmers Market,812 5th Avenue,Tuscaloosa,35401,-87.53494,33.20724,"812 5th Avenue
Tuscaloosa, Alabama 35401
(33.20724, -87.53494)"
Alabama,Tallassee Farmers' Market,3 Freeman Avenue,Tallassee,36078,-85.88463,32.53323,"3 Freeman Avenue
Tallassee, Alabama 36078
(32.53323, -85.88463)"
Alabama,Calera Farmers Market,"9758 Hwy 25, Calera, Al 35040",Calera,35040,-86.6267944444,33.1655777778,"9758 Hwy 25, Calera, Al 35040
Calera, Alabama 35040
(33.1655777778, -86.6267944444)"
Alabama,Guntersville Farmer's Market,Sunset Dr.,guntersville,35976,-86.33768,34.36523,"Sunset Dr.
guntersville, Alabama 35976
(34.36523, -86.33768)"
Alabama,Gardendale Farmers Market,901 Decatur Highway,Gardendale,35071,-86.8089,33.65092,"901 Decatur Highway
Gardendale, Alabama 35071
(33.65092, -86.8089)"
Alabama,AUM Farmers' Market,7400 East Drive,Montgomery,36117,-86.17427,32.36735,"7400 East Drive
Montgomery, Alabama 36117
(32.36735, -86.17427)"
Alabama,Blount County Farmers Market,500 New Street,Oneonta,35121,-86.46905,33.9466,"500 New Street
Oneonta, Alabama 35121
(33.9466, -86.46905)"
Alabama,Gordo Farmers Market,201 Main Street,Gordo,35466,-87.9032833333,33.31905,"201 Main Street
Gordo, Alabama 35466
(33.31905, -87.9032833333)"
Alabama,DFA 84 West Famer's Market,3615 West Main Street,Dothan,36305,-85.4465583333,31.2311305556,"3615 West Main Street
Dothan, Alabama 36305
(31.2311305556, -85.4465583333)"
Alabama,Walker County Farmers Market,1501 North Airport Road,Jasper,35504,-87.2658083333,33.8636916667,"1501 North Airport Road
Jasper, Alabama 35504
(33.8636916667, -87.2658083333)"
Alabama,Leeds Farmer's Market,6th Street,Leeds,35094,-86.54514,33.54512,"6th Street
Leeds, Alabama 35094
(33.54512, -86.54514)"
Alabama,East Chase Farmers Market,7274 East Chase Parkway,Montgomery,36117,-86.1648,32.3607805556,"7274 East Chase Parkway
Montgomery, Alabama 36117
(32.3607805556, -86.1648)"
Alabama,Frisco City Farmers Market,Highway 21,Frisco City,36445,-87.4001805556,31.4350388889,"Highway 21
Frisco City, Alabama 36445
(31.4350388889, -87.4001805556)"
Alabama,St. Clair County Farmers Market,2404 Forrest Lane,Pell City,35128,-86.27232,33.57562,"2404 Forrest Lane
Pell City, Alabama 35128
(33.57562, -86.27232)"
Alaska,Palmer Friday Fling,Pavillion across from Visitor's Center,Palmer,99645,-149.1156111111,61.601975,"Pavillion across from Visitor's Center
Palmer, Alaska 99645
(61.601975, -149.1156111111)"
Alaska,Anchorage Farmers Market,1420 Cordova Street,Anchorage,99645,-149.88939,61.20717,"1420 Cordova Street
Anchorage, Alaska 99645
(61.20717, -149.88939)"
Alaska,Eagle River Farmers Market,Eagle River VFW Post parking lot,Eagle River,99577,-149.5739440918,61.3144874573,"Eagle River VFW Post parking lot
Eagle River, Alaska 99577
(61.3144874573, -149.5739440918)"
Alaska,Homer Farmers Market,Ocean Drive,Homer,99603,-151.521774292,59.6338500977,"Ocean Drive
Homer, Alaska 99603
(59.6338500977, -151.521774292)"
Alaska,Northway Mall Wednesday Market,3101 Pennland Blvd.,Anchorage,99510,-149.8213043213,61.2155265808,"3101 Pennland Blvd.
Anchorage, Alaska 99510
(61.2155265808, -149.8213043213)"
Alaska,Tanana Valley Farmers Market,College Road and Caribou Way,Fairbanks,99708,-147.7800140381,64.8623504639,"College Road and Caribou Way
Fairbanks, Alaska 99708
(64.8623504639, -147.7800140381)"
Alaska,Wasilla Farmers Market,Behind Wasilla Public Library,Wasilla,99654,-149.4205780029,61.5905189514,"Behind Wasilla Public Library
Wasilla, Alaska 99654
(61.5905189514, -149.4205780029)"
Alaska,Dillingham Farmers Market,by the Hockey Rink,Dillingham,99576,,,"by the Hockey Rink
Dillingham, Alaska 99576
(59.18262313033798, -160.5421015)"
Alaska,Nenana Open Air Market,Corner of Parks Highway & Main Street,Nenana,99704,,,"Corner of Parks Highway &amp; Main Street
Nenana, Alaska 99704
(64.75168163241207, -148.9235015)"
Alaska,Anchorage Downtown Market & Festival,3rd Avenue,Anchorage,99501,,,"3rd Avenue
Anchorage, Alaska 99501
(61.21950428326128, -149.88336245627147)"
Alaska,South Anchorage Farmers Market I,Subway Sports Centre/Cellular One Sports Centre,Anchorage,99501,,,"Subway Sports Centre/Cellular One Sports Centre
Anchorage, Alaska 99501
(61.21604997609254, -149.8676315)"
Alaska,South Anchorage Farmers Market II,"Behind Dimond Mall, in front of Dimond Hotel",Anchorage,99501,,,"Behind Dimond Mall, in front of Dimond Hotel
Anchorage, Alaska 99501
(61.21604997609254, -149.8676315)"
Alaska,Copper Valley Community Market,MM 101 Richardson Hwy Loop Road,Copper Valley,99737,,,"MM 101 Richardson Hwy Loop Road
Copper Valley, Alaska 99737
(63.845738627127176, -145.38652399999998)"
Alaska,Kenny Lake Harvest I,Rogue's Garden parking lot,Valdez,99686,,,"Rogue's Garden parking lot
Valdez, Alaska 99686
(61.13193195222242, -146.8558775)"
Alaska,Kenny Lake Harvest II,Corner of Glenn and Richardson Highways,Valdez,99686,,,"Corner of Glenn and Richardson Highways
Valdez, Alaska 99686
(61.13193195222242, -146.8558775)"
Alaska,Trapper Creek Farmers Market,Post Office parking lot,Trapper Creek,99683,,,"Post Office parking lot
Trapper Creek, Alaska 99683
(61.26419054749169, -150.2982525)"
Alaska,Soldotna Wednesday Market,"Soldotna Creek Park, behind Don Jose’s",Soldotna,99669,,,"Soldotna Creek Park, behind Don Jose&rsquo;s
Soldotna, Alaska 99669
(60.41423718264339, -150.96014449999998)"
Alaska,Sitka Farmers Market,235 Katlian Street,Sitka,99835,-135.3398682,57.0503083,"235 Katlian Street
Sitka, Alaska 99835
(57.0503083, -135.3398682)"
Alaska,Juneau Farmers Market,Juneau Arts and Culture Center,Juneau,99801,-134.413,58.2990666667,"Juneau Arts and Culture Center
Juneau, Alaska 99801
(58.2990666667, -134.413)"
Alaska,Kenai's Saturday Market,Kenai Visitor & Cultural Center,Kenai,99611,-151.25565,60.5539,"Kenai Visitor & Cultural Center
Kenai, Alaska 99611
(60.5539, -151.25565)"
Alaska,Highway's End Farmers' Market,Corner of Alaska Highway and Richardson Higheay,Delta Junction,99737,-145.7311277778,64.0365638889,"Corner of Alaska Highway and Richardson Higheay
Delta Junction, Alaska 99737
(64.0365638889, -145.7311277778)"
Alaska,Haines Farmer Market,Located in Payson's Pavilion in the Fair Grounds,Haines,99827,-135.4658361111,59.2330916667,"Located in Payson's Pavilion in the Fair Grounds
Haines, Alaska 99827
(59.2330916667, -135.4658361111)"
Alaska,Willow Farmers Market,Mile 69 Parks Highway; Across from Newman's Tesoro,Willow,99688,-150.03685,61.73128,"Mile 69 Parks Highway; Across from Newman's Tesoro
Willow, Alaska 99688
(61.73128, -150.03685)"
Alaska,Central Kenai Peninsula Farmers Market,Intersection of E. Corral Avenue & Soldotna,Soldotna,99669,-151.06763,60.49283,"Intersection of E. Corral Avenue & Soldotna
Soldotna, Alaska 99669
(60.49283, -151.06763)"
Arizona,Payson Farmer's Market,816 S Beeline Hwy,Payson,85541,-111.325675,34.2305138889,"816 S Beeline Hwy
Payson, Arizona 85541
(34.2305138889, -111.325675)"
Arizona,Verde Valley Farmers Market,"next to historic Ft. Verde State Park, Historic Main St. & Hollaman",Camp Verde,86322,,,"next to historic Ft. Verde State Park, Historic Main St. &amp; Hollaman
Camp Verde, Arizona 86322
(34.558145210043214, -111.844636)"
Arizona,Fountain Hills Nocturnal Farmer & Crafts Market,Avenue of the Fountains,Fountain Hills,85268,-111.7184194444,33.6044055556,"Avenue of the Fountains
Fountain Hills, Arizona 85268
(33.6044055556, -111.7184194444)"
Arizona,Mountain Park - Baseline Market,635 E. Baseline Rd.,Phoenix,,,,"635 E. Baseline Rd.
Phoenix, Arizona
(33.376825341103306, -112.06800639146101)"
Arizona,Sierra Vista Farmers Market,NW corner of Wilcox & Carmichael,Sierra Vista,85635,-110.30308,31.55221,"NW corner of Wilcox & Carmichael
Sierra Vista, Arizona 85635
(31.55221, -110.30308)"
Arizona,Bisbee Farmers Market,Vista Park,Bisbee,85603,-109.8924638889,31.4289916667,"Vista Park
Bisbee, Arizona 85603
(31.4289916667, -109.8924638889)"
Arizona,Chino Valley Farmers Market,1667 S. Highway 89,Chino Valley,86323,,,"1667 S. Highway 89
Chino Valley, Arizona 86323
(34.72105097151831, -112.4530601115261)"
Arizona,Prescott Farmers Market,1100 E. Sheldon Street,Prescott,86301,,,"1100 E. Sheldon Street
Prescott, Arizona 86301
(34.54533033304935, -112.45712639612965)"
